time,Volume,Vol Snow,Vol Black Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Snowfall,Lake Level,Surface Area,Black Ice,Snow Height,Snow Density,White Ice,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,H_s,L,T,LakeNumber,Max dT/dz,CD
2010-05-04 24:00:00,5830134.036110,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -903.604273,  423.736187,    0.000000,   18.287247,637615.328977,    0.000000,    0.000000,    0.000000,    0.000000,    0.069605,   10.318662,    5.481631,   10.318662,15541149486342.781250,-2216541282007.699707,2321481817112.179688,-4139441883795.015625,  977.372451,  100.000000,    0.174798,    3.668874,    1.532928,    0.678944,    0.901976,-9999.000000
2010-05-05 24:00:00,5828679.055006,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1481.134857,   23.271552,    0.000000,   18.284961,637535.603985,    0.000000,    0.000000,    0.000000,    0.000000,    0.069313,   10.452067,    5.493807,   10.452067,12150528651300.509766,-3633223804322.464355,-22060268429.662575,-4470725800309.257812,  554.521636,  100.000000,    0.127989,    2.788555,    1.336426,    1.211742,    0.901719,-9999.000000
2010-05-06 24:00:00,5827552.028703,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1188.707820,   59.574924,    0.000000,   18.283190,637473.849119,    0.000000,    0.000000,    0.000000,    0.000000,    0.069023,   10.979879,    5.500671,   10.979879,12175826056600.166016,-2915900281440.110352,-468041792701.798035,-4290152442411.811035,  989.944440,  100.000000,    0.092978,    2.097164,    1.158969,    1.946538,    0.901537,-9999.000000
2010-05-07 24:00:00,5827741.169945,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1299.694573, 1489.181263,    0.000000,   18.283487,637484.213022,    0.000000,    0.000000,    0.000000,    0.000000,    0.068737,   10.948267,    5.511182,   10.948267,13512857790392.117188,-3188150786938.700195,-247427011334.392731,-4213027084366.242676,  723.856234,  100.000000,    0.113921,    2.514749,    1.269120,    1.652808,    0.901548,-9999.000000
2010-05-08 24:00:00,5827787.957165,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1617.600162, 1664.473321,    0.000000,   18.283560,637486.776706,    0.000000,    0.000000,    0.000000,    0.000000,    0.068454,   10.987460,    5.523059,   10.987460,12527151030913.105469,-3967973197215.392090,-1233761538563.489014,-4186232846275.998535,  871.207978,  100.000000,    0.126731,    2.764257,    1.330591,    1.411143,    0.901561,-9999.000000
2010-05-09 24:00:00,5829373.654814,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1611.991214, 3200.708596,    0.000000,   18.286052,637573.664248,    0.000000,    0.000000,    0.000000,    0.000000,    0.068175,   10.938325,    5.528571,   10.938325,11022454695556.496094,-3954214449084.248535,-2225660376919.559570,-3858085239018.962891,  532.838873,  100.000000,    0.097744,    2.193375,    1.185255,    2.210117,    0.901817,-9999.000000
2010-05-10 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2232.131528,-2052.032479, 5530.780612,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.067899,   10.748325,    5.537518,   10.748325,9887192610538.505859,-5033635671652.649414,-3338065721269.886230,-3524240139801.012207,  732.278358,  100.000000,    0.120535,    2.644158,    1.301365,    1.460580,    0.902455,-9999.000000
2010-05-11 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  380.451093,-2175.922581, 2557.171815,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.067627,   10.674159,    5.547617,   10.674159,13879368744350.427734,-5337538090458.351562,-3253349057079.943848,-5663399394743.437500, 1048.134874,  100.000000,    0.110316,    2.443816,    1.251093,    1.650709,    0.902116,-9999.000000
2010-05-12 24:00:00,5828898.852449,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1717.511871,    0.000000,    0.000000,   18.285306,637547.647680,    0.000000,    0.000000,    0.000000,    0.000000,    0.067358,   10.893372,    5.554010,   10.893372,15904613278738.021484,-4213056619712.052246,-1775470303711.521973,-6672160063356.473633,  994.670764,  100.000000,    0.078428,    1.798729,    1.073343,    2.965526,    0.901795,-9999.000000
2010-05-13 24:00:00,5827261.028256,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2068.296459,  427.414425,    0.000000,   18.282732,637457.903889,    0.000000,    0.000000,    0.000000,    0.000000,    0.067093,   10.678983,    5.560893,   10.678983,11524320658974.085938,-5073531213656.731445,-1711608257759.676025,-4509725231474.798828,  486.550726,  100.000000,    0.111160,    2.460401,    1.255331,    1.631143,    0.901480,-9999.000000
2010-05-14 24:00:00,5826371.678404,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1842.697075,  951.784761,    0.000000,   18.281335,637409.172390,    0.000000,    0.000000,    0.000000,    0.000000,    0.066832,   10.578056,    5.568567,   10.578056,8361764069609.680664,-4520135925805.113281,-1777866622574.328857,-2913330562448.360840,  593.426203,  100.000000,    0.122705,    2.686253,    1.311683,    1.327956,    0.901311,-9999.000000
2010-05-15 24:00:00,5828670.970215,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1342.229038, 3645.686805,    0.000000,   18.284948,637535.160982,    0.000000,    0.000000,    0.000000,    0.000000,    0.066575,   10.517793,    5.573043,   10.517793,6823336998736.152344,-3292487831124.193848,-1526491706604.015381,-2331595111374.639160,  287.703338,  100.000000,    0.108890,    2.415597,    1.243849,    1.595345,    0.901717,-9999.000000
2010-05-16 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  340.416809,-1329.775501, 3616.724221,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.066322,   10.423476,    5.581943,   10.423476,5996831374733.475586,-3261939304670.487793,-1440286089528.095459,-2292596768577.902344,  490.734262,  100.000000,    0.139326,    3.005835,    1.387516,    1.007846,    0.902120,-9999.000000
2010-05-17 24:00:00,5829976.761789,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1132.355041,  494.892397,    0.000000,   18.287000,637606.711206,    0.000000,    0.000000,    0.000000,    0.000000,    0.066072,   10.605484,    5.590037,   10.605484,12268370167262.443359,-2777666914679.397949,-578930358301.672729,-4030655247378.767578, 1106.240926,  100.000000,    0.107365,    2.385435,    1.236059,    1.673350,    0.901948,-9999.000000
2010-05-18 24:00:00,5829329.641549,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -648.414942,    0.000000,    0.000000,   18.285983,637571.252562,    0.000000,    0.000000,    0.000000,    0.000000,    0.065827,   11.523276,    5.593756,   11.523276,16250618997411.712891,-1590561851592.973877,180969087809.000366,-5152419603993.141602, 1009.048721,  100.000000,    0.050572,    1.202623,    0.877648,    5.942427,    0.901857,-9999.000000
2010-05-19 24:00:00,5828815.936687,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -514.706839,    0.000000,    0.000000,   18.285176,637543.104351,    0.000000,    0.000000,    0.000000,    0.000000,    0.065587,   12.251525,    5.596862,   12.251525,16196975467665.648438,-1262575876033.103271,640235720061.905884,-4636537967500.359375, 1104.785105,  100.000000,    0.046724,    1.117096,    0.845864,    8.115684,    0.901857,-9999.000000
2010-05-20 24:00:00,5828255.047287,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -561.957507,    0.000000,    0.000000,   18.284295,637512.370685,    0.000000,    0.000000,    0.000000,    0.000000,    0.065350,   13.490255,    5.600425,   13.490255,17144009717189.261719,-1378481763783.053711,538335314612.588928,-5087200140742.526367, 1137.038486,  100.000000,    0.039387,    0.951453,    0.780637,   11.402943,    0.901857,-9999.000000
2010-05-21 24:00:00,5827341.974606,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -914.754084,    0.000000,    0.000000,   18.282860,637462.339305,    0.000000,    0.000000,    0.000000,    0.000000,    0.065118,   14.502578,    5.604463,   14.502578,17365521357094.468750,-2243891767505.954102,532671065867.012085,-5698393492165.509766, 1138.355871,  100.000000,    0.045431,    1.088152,    0.834834,    9.755781,    0.901857,-9999.000000
2010-05-22 24:00:00,5826266.941747,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1076.920798,    0.000000,    0.000000,   18.281170,637403.433395,    0.000000,    0.000000,    0.000000,    0.000000,    0.064890,   15.473262,    5.608518,   15.473262,17330087693686.791016,-2641686717046.064453,620014459018.518555,-5602412370830.304688, 1137.096450,  100.000000,    0.045967,    1.100158,    0.839427,   10.435583,    0.901857,-9999.000000
2010-05-23 24:00:00,5825181.698175,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1087.048522,    0.000000,    0.000000,   18.279465,637343.967994,    0.000000,    0.000000,    0.000000,    0.000000,    0.064667,   15.996234,    5.610058,   15.996234,13613452415612.798828,-2666530024146.402832,274204243310.677979,-4974376730766.048828,  651.814747,  100.000000,    0.048367,    1.153698,    0.859610,   10.157009,    0.901857,-9999.000000
2010-05-24 24:00:00,5824396.742496,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1018.310565,  232.112997,    0.000000,   18.278231,637300.956724,    0.000000,    0.000000,    0.000000,    0.000000,    0.064448,   16.437919,    5.611781,   16.437919,11226734590645.562500,-2497915815271.123047,-79018808289.784882,-3432941080637.427734,  828.982029,  100.000000,    0.072239,    1.669319,    1.034011,    5.412302,    0.901857,-9999.000000
2010-05-25 24:00:00,5824173.616039,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, -455.572615,  232.103047,    0.000000,   18.277880,637288.730617,    0.000000,    0.000000,    0.000000,    0.000000,    0.064234,   17.873908,    5.621406,   17.873908,14499298479009.744141,-1117519624561.753662,860199099389.567383,-2511502052382.573242, 1087.187237,  100.000000,    0.119234,    2.618683,    1.295081,    2.552669,    1.157839,-9999.000000
2010-05-26 24:00:00,5824217.108281,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   43.558763,    0.000000,   18.277949,637291.113753,    0.000000,    0.000000,    0.000000,    0.000000,    0.064024,   20.214383,    5.633749,   20.214383,16470582436016.267578,    0.000000,2763679935515.165527,-1814858565974.842285, 1092.228847,  100.000000,    0.135562,    2.933903,    1.370813,    2.415486,    1.157873,-9999.000000
2010-05-27 24:00:00,5825272.667235,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   -1.779460, 1059.000908,    0.000000,   18.279608,637348.952600,    0.000000,    0.000000,    0.000000,    0.000000,    0.063820,   22.243975,    5.640130,   22.243975,15055127245533.560547,-4365014715.064553,1977963216610.354980,-1730683798344.947998,  902.540243,  100.000000,    0.099631,    2.231211,    1.195434,    4.738430,    1.158703,-9999.000000
2010-05-28 24:00:00,5824912.980115,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1416.941166, 1056.675840,    0.000000,   18.279042,637329.243717,    0.000000,    0.000000,    0.000000,    0.000000,    0.063620,   22.906266,    5.644237,   22.906266,13814876431846.279297,-3475756680750.183594,240739982374.294830,-3465538337696.548828,  931.773885,  100.000000,    0.087316,    1.981885,    1.126665,    6.284733,    1.158420,-9999.000000
2010-05-29 24:00:00,5821791.807078,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-3166.935892,   41.197822,    0.000000,   18.274137,637158.220537,    0.000000,    0.000000,    0.000000,    0.000000,    0.063425,   22.339500,    5.650271,   22.339500,15920805059228.925781,-7768493744143.909180,-1490169372883.466797,-6149524538717.041992, 1186.831119,  100.000000,    0.092109,    2.079482,    1.154072,    5.660042,    1.155967,-9999.000000
2010-05-30 24:00:00,5818808.292997,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2987.092820,    0.000000,    0.000000,   18.269449,636994.740313,    0.000000,    0.000000,    0.000000,    0.000000,    0.063234,   21.813791,    5.655859,   21.813791,17626864420666.707031,-7327338686988.131836,-1744918394594.128418,-7395539690497.402344, 1162.011292,  100.000000,    0.072814,    1.681360,    1.037733,    8.400653,    1.153623,-9999.000000
2010-05-31 24:00:00,5816703.617368,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2106.735766,    0.000000,    0.000000,   18.266141,636879.415621,    0.000000,    0.000000,    0.000000,    0.000000,    0.063049,   21.925815,    5.660159,   21.925815,17469904572667.255859,-5167822834526.832031,-907421661893.600220,-6599752458895.916992, 1170.169294,  100.000000,    0.054735,    1.294106,    0.910417,   14.029838,    1.151969,-9999.000000
2010-06-01 24:00:00,5814373.434467,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2332.019783,    0.000000,    0.000000,   18.262479,636751.734366,    0.000000,    0.000000,    0.000000,    0.000000,    0.062869,   22.133963,    5.665601,   22.133963,17321855881697.812500,-5720444526628.326172,-542720787434.320740,-5744557321483.322266, 1146.048250,  100.000000,    0.075296,    1.733326,    1.053648,    8.467976,    1.150138,-9999.000000
2010-06-02 24:00:00,5814632.318664,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2249.582267, 2508.645834,    0.000000,   18.262886,636765.919802,    0.000000,    0.000000,    0.000000,    0.000000,    0.062694,   19.111883,    5.671901,   19.111883,17422151430245.488281,-5518225302051.286133,-718165058403.280151,-5191632624476.410156, 1187.391815,  100.000000,    0.083885,    1.911414,    1.106453,    9.260246,    1.355810,-9999.000000
2010-06-03 24:00:00,5815755.301398,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2120.094143, 3243.921779,    0.000000,   18.264651,636827.453102,    0.000000,    0.000000,    0.000000,    0.000000,    0.062524,   19.251148,    5.679537,   19.251148,17169519054997.125000,-5200590933205.151367,-467154994810.680115,-5179489781450.085938, 1114.930326,  100.000000,    0.093521,    2.108035,    1.161968,    8.201725,    1.356365,-9999.000000
2010-06-04 24:00:00,5815502.497398,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2117.038069, 1864.033738,    0.000000,   18.264253,636813.600828,    0.000000,    0.000000,    0.000000,    0.000000,    0.062359,   19.173939,    5.683792,   19.173939,14207029102461.982422,-5193094382678.597656,-963061057590.569458,-5114801399743.894531,  791.845054,  100.000000,    0.080945,    1.850790,    1.088765,   10.809513,    1.356301,-9999.000000
2010-06-05 24:00:00,5815294.249833,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1337.277274, 1128.868853,    0.000000,   18.263926,636802.190003,    0.000000,    0.000000,    0.000000,    0.000000,    0.062199,   19.616591,    5.685481,   19.616591,14288867215944.494141,-3280341154060.469727,-958104584962.955444,-5390770406225.892578, 1130.265922,  100.000000,    0.044859,    1.075270,    0.829878,   29.220670,    1.356215,-9999.000000
2010-06-06 24:00:00,5818027.615503,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1706.332272, 4442.091958,    0.000000,   18.268222,636951.963464,    0.000000,    0.000000,    0.000000,    0.000000,    0.062045,   19.426294,    5.686566,   19.426294,12500468687262.203125,-4185633064371.564453,-1238640414805.058350,-4804437614124.587891,  550.854224,  100.000000,    0.058465,    1.375318,    0.938549,   19.396073,    1.357327,-9999.000000
2010-06-07 24:00:00,5822007.959627,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1511.991364, 5496.963361,    0.000000,   18.274477,637170.064512,    0.000000,    0.000000,    0.000000,    0.000000,    0.061896,   19.649585,    5.687646,   19.649585,11077984412264.015625,-3708914814998.820312,-781597897016.024414,-3574272546506.066406,  942.460573,  100.000000,    0.069837,    1.618661,    1.018201,   14.364296,    1.359073,-9999.000000
2010-06-08 24:00:00,5821701.151369,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1637.512350, 1330.296473,    0.000000,   18.273995,637153.253101,    0.000000,    0.000000,    0.000000,    0.000000,    0.061753,   19.680574,    5.689219,   19.680574,12559063936781.527344,-4016817795587.018066,-1241979573881.791260,-4349168153025.557617,  750.584381,  100.000000,    0.063919,    1.492797,    0.977813,   17.022578,    1.359094,-9999.000000
2010-06-09 24:00:00,5820281.461664,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-1697.981095,  276.507965,    0.000000,   18.271764,637075.461884,    0.000000,    0.000000,    0.000000,    0.000000,    0.061614,   19.802205,    5.691220,   19.802205,14061322349575.708984,-4165147625060.273926,-1632498786565.133789,-5724832807934.197266, 1148.453755,  100.000000,    0.053049,    1.257163,    0.897328,   23.213271,    1.358498,-9999.000000
2010-06-10 24:00:00,5826289.042325,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-2647.751630, 8663.985658,    0.000000,   18.281205,637404.644386,    0.000000,    0.000000,    0.000000,    0.000000,    0.061482,   19.106850,    5.693597,   19.106850,11660485682103.775391,-6494934747430.930664,-2596394373833.406250,-6377535459321.249023,  425.522158,  100.000000,    0.080376,    1.839118,    1.085326,   11.238926,    1.361147,-9999.000000
2010-06-11 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3617.746356,-3299.564704,11257.366603,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061354,   18.429672,    5.703381,   18.429672,9622006652755.994141,-8093832218634.789062,-3125062589122.656250,-4587260807211.887695,  875.489546,  100.000000,    0.146602,    3.143858,    1.419015,    3.731619,    1.364064,-9999.000000
2010-06-12 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  318.427900,-2435.897727, 2754.992823,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061232,   18.319345,    5.711039,   18.319345,13513985029990.517578,-5975257123800.833008,-1971560718491.096680,-4713098950590.684570,  952.307470,  100.000000,    0.118581,    2.606034,    1.291949,    5.333146,    0.901857,-9999.000000
2010-06-13 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6461.707397,-1733.044159, 8209.928904,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061116,   18.231726,    5.712266,   18.231726,10095575673570.765625,-4251157321370.038574,-1463231426570.372070,-3810751129148.175781,  413.024845,  100.000000,    0.087504,    1.985850,    1.127791,    8.919500,    0.901857,-9999.000000
2010-06-14 24:00:00,5830612.916535,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6913.384208,-1146.328388, 8076.079698,    0.000000,   18.288000,637641.569000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061006,   18.455865,    5.713235,   18.455865,10309827942670.027344,-2811943534568.373535,-912935037258.231812,-2370841659597.004395,  983.647553,  100.000000,    0.081765,    1.867926,    1.093793,   10.295240,    0.901857,-9999.000000
